"id","class","color","vineyard","fixed.acidity","acid.sulfur","volatile.acidity","sulfur.taste","citric.acid","residual.sugar","chlorides","chlor.class","free.sulfur.dioxide","condition","total.sulfur.dioxide","density","pH","acid.taste","sulphates","acidity.variance","alcohol"
169,"good","white","B",6.9,2.51184619179069,0.24,2.88478582519973,0.33,12.5,0.046,"g1",47,"I2",153,0.9983,3.28,1.57,0.77,0.24,9.6
170,"good","white","C",7,2.44758940884136,0.29,2.02746710368691,0.37,4.9,0.034,"d1",26,"I1",127,0.9928,3.17,1.39,0.44,0.24,10.8
171,"good","white","B",5.5,3.06473712253894,0.42,2.15483115836353,0.09,1.6,0.019,"f1",18,"S1",68,0.9906,3.33,1.54,0.51,0.24,11.4
172,"good","white","D",7.1,3.73666782153293,0.26,4.99606622465063,0.32,14.45,0.074,"e2",29,"P1",107,0.998,2.96,1.44,0.42,0.24,9.2
173,"good","white","C",5.8,2.91257900504461,0.3,2.27973831454303,0.23,1.5,0.034,"b1",37,"I2",121,0.98871,2.96,2.26,0.34,0.24,12.1
174,"good","white","D",6.6,2.78456966390879,0.32,2.6860790781577,0.26,4.6,0.031,"d1",26,"P2",120,0.99198,3.4,1.91,0.73,0.24,12.5
175,"medium","white","B",6.9,3.68747718668516,0.24,4.06355690952633,0.4,15.4,0.052,"h2",81,"I1",198,0.9986,3.2,2.05,0.69,0.24,9.4
176,"good","white","E",6.4,2.84889963406128,0.37,2.99269358179415,0.49,13.3,0.045,"b2",53,"S3",243,0.9982,3.14,1.89,0.48,0.24,8.5
177,"good","white","E",8.2,3.05672294067048,0.22,1.61947013363023,0.49,9.6,0.037,"g1",53,"I1",154,0.9951,3.02,1.91,0.33,0.24,10.6
178,"good","white","C",6.8,3.30834353881689,0.23,3.01055869796402,0.32,8.6,0.046,"f3",47,"I1",159,0.99452,3.08,2.13,0.52,0.24,10.5
179,"good","red","B",6.9,2.09377864274425,0.49,2.92276268885279,0.19,1.7,0.079,"i2",13,"I2",26,0.99547,3.38,2.24,0.64,0.24,9.8
180,"medium","white","E",6.7,2.24586331860945,0.24,1.76339034918532,0.26,12.6,0.053,"h2",44,"E",182,0.99802,3.42,2.24,0.42,0.24,9.7
181,"good","white","E",7.1,3.55574943221541,0.32,3.0764344789503,0.3,9.9,0.041,"h2",63,"I1",192,0.99642,3.12,1.87,0.49,0.24,10.2
182,"good","red","B",5.3,3.15515403327675,0.47,4.21734028962614,0.11,2.2,0.048,"h2",16,"P1",89,0.99182,3.54,3.2,0.88,0.24,13.6
183,"medium","white","E",8.6,3.22835988866594,0.31,2.03068273893991,0.3,0.9,0.045,"g1",16,"S2",109,0.99249,2.95,2.24,0.39,0.24,10.1
184,"good","white","A",6,2.87247028608714,0.38,2.32276931905008,0.26,3.5,0.035,"c1",38,"I2",111,0.98872,3.18,1.69,0.47,0.24,13.6
185,"good","white","C",7.2,2.28201806719306,0.34,2.23406377907319,0.2,5.8,0.062,"g1",52,"S1",203,0.99461,3.17,1.4,0.44,0.24,9.8
186,"good","white","C",7.5,4.11352406895633,0.34,1.64209952346904,0.35,6,0.034,"e1",12,"I1",126,0.9924,3.16,1.96,0.39,0.24,12
187,"good","white","B",5.2,3.59878897615582,0.31,2.85980310089791,0.2,2.4,0.027,"d3",27,"I1",117,0.98886,3.56,1.87,0.45,0.24,13
188,"medium","white","B",7.8,2.92326901147544,0.21,1.94273737530991,0.49,1.35,0.052,"d2",6,"S3",48,0.9911,3.15,1.61,0.28,0,11.4
189,"medium","white","D",6.2,2.85238072356736,0.28,2.34331004790923,0.51,7.9,0.056,"g2",49,"I1",206,0.9956,3.18,2.05,0.52,0.24,9.4
190,"poor","white","B",5.8,2.71751746511606,0.26,3.17824679197233,0.3,2.6,0.034,"g3",75,"I1",129,0.9902,3.2,1.56,0.38,0.24,11.5
191,"good","white","C",6.4,3.43190559585994,0.25,1.48513625730691,0.32,5.5,0.049,"h3",41,"I1",176,0.995,3.19,1.61,0.68,0.24,9.2
192,"good","red","B",6.6,2.38250939500857,0.895,1.89653669256065,0.04,2.3,0.068,"d2",7,"S3",13,0.99582,3.53,1.81,0.58,0.24,10.8
193,"good","white","D",6.2,2.65486311687131,0.25,2.82069013092659,0.39,1.3,0.051,"b3",42,"I1",135,0.9906,3.23,2.65,0.4,0.24,11.1
194,"poor","white","E",7.6,2.42458927729398,0.48,1.44665293998789,0.37,0.8,0.037,"c3",4,"S3",100,0.9902,3.03,2.12,0.39,0.24,11.4
195,"good","red","C",6.3,3.12095162358011,0.47,3.46612212815184,0,1.4,0.055,"d1",27,"S2",33,0.9922,3.45,1.55,0.48,0.24,12.3
196,"good","white","D",5.9,2.88549619691187,0.24,3.96949135333727,0.3,2,0.033,"c3",28,"I1",92,0.99225,3.39,2.34,0.69,0.24,10.9
197,"good","white","D",6.7,2.62179848863157,0.28,3.75356892990242,0.42,3.5,0.035,"e3",43,"E",105,0.99021,3.18,1.6,0.38,0.24,12.2
198,"medium","red","C",11.5,3.38210108874788,0.41,2.81847999882105,0.52,3,0.08,"g2",29,"S1",55,1.0001,3.26,2,0.88,0.24,11
199,"medium","red","B",7.3,2.98627935188386,0.74,3.10409738548633,0.08,1.7,0.094,"g3",10,"I1",45,0.99576,3.24,2.73,0.5,0.24,9.8
200,"poor","white","D",8.4,3.41058286664344,0.29,1.79443484787319,0.29,1.05,0.032,"e1",4,"I2",55,0.9908,2.91,2.41,0.32,0.24,11.4
201,"good","white","E",7.6,3.50278337575238,0.27,2.71920275742861,0.25,13.9,0.05,"b1",45,"P1",199,0.9984,3.34,2.14,0.5,0.24,9.8
202,"good","white","C",6.2,2.86504677543343,0.28,1.87293608987219,0.22,7.3,0.041,"b1",26,"I1",157,0.9957,3.44,1.66,0.64,0.24,9.8
203,"good","white","D",8.3,3.72526541159209,0.22,1.87241663202581,0.34,1.1,0.043,"h1",20,"I1",116,0.9927,3,1.55,0.47,0.24,10.2
204,"poor","white","D",7.5,2.60263177846844,0.32,2.59140352628523,0.24,4.6,0.053,"g2",8,"I1",134,0.9958,3.14,1.73,0.5,0.24,9.1
205,"good","red","D",7.6,2.69908446736637,0.63,1.14073629682218,0.03,2,0.08,"e1",27,"S2",43,0.99578,3.44,2.06,0.64,0.24,10.9
206,"good","white","D",6.2,3.1174543606986,0.34,3.17446402597335,0.25,12.1,0.059,"f1",33,"S2",171,0.99769,3.14,2.3,0.56,0.24,8.7
207,"medium","white","B",6.6,2.45694591448551,0.78,4.20256455166276,0.5,1.5,0.045,"h2",30,"S1",133,0.99104,3.25,1.81,0.48,0.24,11.7
208,"good","white","D",7,2.81726382620955,0.45,2.55396384988895,0.34,19.8,0.04,"c1",12,"I1",67,0.9976,3.07,3.39,0.38,0.24,11
209,"good","red","B",7.2,2.88433821153066,0.52,4.5741576795499,0.07,1.4,0.074,"c3",5,"I1",20,0.9973,3.32,2.22,0.81,0.24,9.6
210,"poor","white","E",6,2.65226667286921,0.615,3.43399831022979,0.04,0.8,0.032,"g2",8,"S1",50,0.99036,3.14,1.49,0.4,0.24,11
211,"good","white","D",6.8,2.35161245836473,0.23,3.49049828123665,0.29,15.4,0.073,"e1",56,"I1",173,0.9984,3.06,2.04,0.41,0.24,8.7
212,"medium","white","D",6.6,3.2084346255382,0.26,3.03327909640547,0.31,4.8,0.138,"c3",41,"P2",168,0.9951,3.2,2.37,0.38,0.24,9.3
213,"poor","white","A",7.1,2.34162696864849,0.64,2.70919788469804,0.49,1.8,0.05,"i3",17,"I1",128,0.9946,3.31,2.43,0.58,0.24,10.6
214,"good","red","B",13.2,2.00091186138725,0.46,2.30188382977271,0.52,2.2,0.071,"h3",12,"I2",35,1.0006,3.1,2.05,0.56,0.24,9
215,"medium","red","D",7.9,2.80563046430993,0.69,3.53766603274868,0.21,2.1,0.08,"b3",33,"S2",141,0.9962,3.25,1.55,0.51,0.24,9.9
216,"medium","white","E",5.8,2.82009811331475,0.6,2.23009971343314,0,1.3,0.044,"e1",72,"I2",197,0.99202,3.56,1.78,0.43,0.24,10.9
217,"good","white","D",6.9,3.24154419674861,0.14,3.14493198895036,0.38,1,0.041,"c2",22,"I1",81,0.99043,3.03,2.11,0.54,0.24,11.4
218,"medium","red","E",7,2.9753376558798,0.685,2.28881190951629,0,1.9,0.099,"h1",9,"I2",22,0.99606,3.34,2.5,0.6,0.24,9.7
219,"poor","white","D",8.4,2.6715167911916,0.19,2.18164625860169,0.42,1.6,0.047,"f2",9,"I2",101,0.994,3.06,2.29,0.65,0.24,11.1
220,"medium","white","D",7.2,1.77916557184693,0.23,3.74941245793456,0.19,13.7,0.052,"b1",47,"I2",197,0.99865,3.12,2.79,0.53,0.24,9
221,"good","red","B",9.1,2.70624721323273,0.6,3.66559569364003,0,1.9,0.058,"c2",5,"I1",10,0.9977,3.18,2.29,0.63,0.24,10.4
222,"medium","red","D",9.3,3.09579761592057,0.41,2.9082023202345,0.39,2.2,0.064,"h3",12,"P2",31,0.9984,3.26,1.77,0.65,0.24,10.2
223,"good","red","B",8,4.26038752719289,0.33,2.52675073537902,0.53,2.5,0.091,"i1",18,"I1",80,0.9976,3.37,2.1,0.8,0.24,9.6
224,"good","red","C",7.1,3.66492371786715,0.6,2.11186706141078,0,1.8,0.074,"g3",16,"P1",34,0.9972,3.47,2.09,0.7,0.24,9.9
225,"medium","red","A",7.2,3.76227972223898,0.49,1.9217334347266,0.24,2.2,0.07,"e3",5,"S1",36,0.996,3.33,2.23,0.48,0.24,9.4
226,"good","red","E",10.4,2.57586993011865,0.24,2.84621292336438,0.49,1.8,0.075,"i3",6,"I1",20,0.9977,3.18,1.64,1.06,0.24,11
227,"medium","white","B",6.4,2.97153707680077,0.24,2.96571429605509,0.26,8.2,0.054,"e3",47,"P2",182,0.99538,3.12,2.05,0.5,0.24,9.5
228,"good","white","D",5.6,2.88182694292709,0.175,4.4152988590163,0.29,0.8,0.043,"b1",20,"I1",67,0.99112,3.28,2.8,0.48,0.24,9.9
229,"medium","red","A",6.3,3.40580779833632,0.39,3.00889505116501,0.08,1.7,0.066,"c3",3,"S2",20,0.9954,3.34,1.8,0.58,0.24,9.4
230,"good","white","E",6.8,2.51146758043158,0.34,4.70855748587832,0.36,8.9,0.029,"h2",44,"S3",128,0.99318,3.28,2.25,0.35,0,11.95
231,"good","white","E",6.4,2.22640065417987,0.29,3.0054630649996,0.24,3.2,0.037,"c1",31,"I2",95,0.98942,2.9,2.31,0.66,0.24,12.6
232,"good","white","A",6.5,3.32786588273783,0.23,2.76201571303919,0.33,13.8,0.042,"d2",25,"I2",139,0.99695,3.35,1.83,0.56,0.24,10.4
233,"good","white","B",6.8,2.85649397895776,0.18,1.92828654345563,0.3,12.8,0.062,"g2",19,"S1",171,0.99808,3,2.24,0.52,0.24,9
234,"medium","red","E",10,2.54453188428072,0.32,2.48603234657239,0.59,2.2,0.077,"h2",3,"I1",15,0.9994,3.2,1.31,0.78,0.24,9.6
235,"good","white","D",7.1,2.77729711513354,0.18,2.21993410480993,0.74,15.6,0.044,"h3",44,"P1",176,0.9996,3.38,2.06,0.67,0.24,9
236,"good","white","B",5.8,2.72205073154339,0.32,3.44937367021426,0.38,4.75,0.033,"b2",23,"I2",94,0.991,3.42,1.77,0.42,0.24,11.8
237,"good","white","B",7.6,2.79749564497658,0.3,2.04890505866033,0.22,10.2,0.049,"d1",57,"I1",191,0.9966,3.08,1.76,0.4,0.24,9.3
238,"good","white","D",6.6,3.43007656601475,0.27,2.53360288213195,0.3,1.9,0.025,"f1",14,"I1",153,0.9928,3.29,1.95,0.62,0.24,10.5
239,"medium","white","D",7.5,3.4557950927491,0.29,2.5283429803321,0.36,15.7,0.05,"i3",29,"S2",124,0.9968,3.06,1.55,0.54,0.24,10.4
240,"good","white","E",6,3.79069572872014,0.43,3.13285140673903,0.34,7.6,0.045,"g3",25,"P2",118,0.99222,3.03,1.57,0.37,0.24,11
241,"medium","white","D",4.9,3.37032834437621,0.345,1.91420825459276,0.34,1,0.068,"d3",32,"I2",143,0.99138,3.24,1.89,0.4,0.24,10.1
242,"medium","white","B",8.9,3.75638592610099,0.13,2.04915549718684,0.49,1,0.028,"b3",6,"I1",24,0.9926,2.91,2.2,0.32,0.24,9.9
243,"good","white","C",6.5,2.0349883400734,0.24,2.6717577633806,0.32,7.6,0.038,"g2",48,"I2",203,0.9958,3.45,1.56,0.54,0.24,9.7
244,"medium","white","D",7.6,3.41879159742353,0.23,2.39634962232484,0.64,12.9,0.033,"c2",54,"S2",170,0.998,3,2.47,0.53,0,8.8
245,"good","red","C",7.1,3.24078741640257,0.22,3.13511800574054,0.49,1.8,0.039,"g1",8,"S3",18,0.99344,3.39,2.48,0.56,0.24,12.4
246,"good","white","D",7.1,3.00266456225911,0.2,4.19905626440083,0.27,9.6,0.037,"c1",19,"I1",105,0.99444,3.04,1.94,0.37,0.24,10.5
247,"good","white","D",5.2,3.01802358457656,0.38,4.48349871349841,0.26,7.7,0.053,"c3",20,"I2",103,0.9925,3.27,1.77,0.45,0.24,12.2
248,"medium","white","C",6.1,3.55433974754508,0.27,4.38550025013365,0.25,1.8,0.041,"e2",9,"I2",109,0.9929,3.08,2.71,0.54,0.24,9
249,"good","white","D",9.4,3.43206757035662,0.26,1.89774120377279,0.53,1.2,0.047,"b3",25,"S3",109,0.9921,3.23,2.15,0.28,0.24,12.5
250,"good","white","E",8.5,2.63523898562144,0.19,3.86360052807906,0.49,3.5,0.044,"d1",29,"I1",117,0.9938,3.14,2.6,0.51,0.24,10.1
251,"good","white","B",8.2,3.08599636238858,0.3,2.02512312596686,0.44,12.4,0.043,"d3",52,"I1",154,0.99452,3.04,1.98,0.33,0.24,12
252,"good","white","D",6.9,3.73593274315701,0.27,1.74003360587811,0.4,14,0.05,"g3",64,"I1",227,0.9979,3.18,1.48,0.58,0.24,9.6
253,"medium","white","D",7.6,2.63926137449394,0.3,1.58727068552441,0.38,2.1,0.043,"f3",10,"I1",98,0.99296,3.17,3.06,0.65,0.24,11
254,"good","red","C",7.5,3.09211588137515,0.43,2.83656333425629,0.3,2.2,0.062,"g1",6,"I2",12,0.99495,3.44,2.66,0.72,0.24,11.5
255,"good","red","B",12.8,2.73183621116292,0.3,2.86392801726136,0.74,2.6,0.095,"h3",9,"I2",28,0.9994,3.2,2.28,0.77,0.24,10.8
256,"medium","red","E",9.1,3.24638418778876,0.34,5.72635658041305,0.42,1.8,0.058,"g3",9,"I1",18,0.99392,3.18,1.96,0.55,0.24,11.4
257,"medium","white","A",7.5,2.33489644130054,0.17,3.31321274010233,0.34,1.4,0.035,"d1",13,"I1",102,0.9918,3.05,2.14,0.74,0.24,11
258,"good","white","D",7,2.89114098891431,0.13,3.99564105014947,0.37,12.85,0.042,"e2",36,"I1",105,0.99581,3.05,2.14,0.55,0.24,10.7
259,"good","white","D",7.3,3.70719876394223,0.19,2.03178342552955,0.24,6.3,0.054,"d1",34,"I1",231,0.9964,3.36,2.3,0.54,0.24,10
260,"good","white","E",8.1,2.65208368063804,0.28,3.01980016900286,0.4,6.9,0.05,"f3",30,"S3",97,0.9951,3.26,1.87,0.44,0.24,10.1
261,"good","white","D",6.45,2.7355047207022,0.14,2.24703156378635,0.42,1.2,0.05,"g2",51,"S1",129,0.99116,3.27,1.74,0.69,0.24,11.1
262,"good","white","E",6.5,2.83385509130375,0.22,2.41144223755024,0.19,1.1,0.064,"c2",36,"I1",191,0.99297,3.05,1.89,0.5,0.24,9.5
263,"good","white","E",6.8,2.33926517869419,0.22,3.02347926459488,0.29,8.9,0.046,"f3",82,"I2",188,0.9955,3.3,1.86,0.44,0.24,10.3
264,"good","red","D",6.2,3.38005182145895,0.7,4.72948306474137,0.15,5.1,0.076,"h1",13,"I1",27,0.99622,3.54,2.63,0.6,0.24,11.9
265,"medium","red","E",5.6,2.96035925621054,0.66,3.37487577758033,0,2.5,0.066,"d1",7,"I1",15,0.99256,3.52,2.56,0.58,0.24,12.9
266,"medium","white","D",8.9,2.4118585876038,0.32,3.3465610848946,0.49,1.6,0.05,"g3",17,"S2",131,0.9956,3.13,1.6,0.34,0,9.4
267,"medium","red","A",9.2,3.49243022608252,0.56,2.45218433508941,0.18,1.6,0.078,"d2",10,"I1",21,0.99576,3.15,2.55,0.49,0.24,9.9
268,"good","white","D",6.3,2.91452613601417,0.37,3.38258032671338,0.28,6.3,0.034,"e1",45,"I1",152,0.9921,3.29,2.21,0.46,0.24,11.6
269,"medium","red","E",7.5,3.57420880985626,0.59,3.48943445743076,0.22,1.8,0.082,"h3",43,"I2",60,0.99499,3.1,1.82,0.42,0.24,9.2
270,"medium","white","B",5.9,3.13955044455816,0.29,2.99297219079803,0.16,7.9,0.044,"f2",48,"I2",197,0.99512,3.21,1.82,0.36,0.24,9.4
271,"good","white","D",6.4,2.79022418365174,0.28,3.59399179870817,0.56,1.7,0.156,"b3",49,"S1",106,0.99354,3.1,1.74,0.37,0.24,9.2
272,"good","white","C",6.6,3.15343978559158,0.21,2.41895800560837,0.49,18.15,0.042,"d1",41,"I1",158,0.9997,3.28,1.97,0.39,0.24,8.7
273,"good","white","C",7,3.02609964461067,0.15,3.72212370912253,0.28,14.7,0.051,"i2",29,"I1",149,0.99792,2.96,1.59,0.39,0.24,9
274,"medium","red","A",7.1,3.38738829517163,0.31,1.76391300549455,0.3,2.2,0.053,"f2",36,"I1",127,0.9965,2.94,1.82,1.62,0.24,9.5
275,"good","white","C",5.3,3.52136210988645,0.2,4.85565445905647,0.31,3.6,0.036,"i3",22,"I2",91,0.99278,3.41,1.95,0.5,0.24,9.8
276,"good","white","B",7.2,3.29144536221318,0.22,1.84315123830601,0.28,7.2,0.06,"c3",41,"S1",132,0.9935,3.08,2.13,0.59,0.24,11.3
277,"good","white","E",7.8,3.10278176973529,0.28,1.13538753352894,0.34,1.6,0.028,"g3",32,"P1",118,0.9901,3,1.31,0.38,0.24,12.1
278,"good","red","A",6.9,2.99287168398498,0.635,3.89631577429951,0.17,2.4,0.241,"c2",6,"S1",18,0.9961,3.4,1.95,0.59,0.24,10.3
279,"medium","white","E",6.8,3.15457620852652,0.17,4.22418494885759,0.32,1.4,0.04,"e2",35,"I1",106,0.99026,3.16,2.13,0.66,0.24,12
280,"good","red","C",7.1,4.0154593299939,0.46,2.1315541692562,0.2,1.9,0.077,"c1",28,"S3",54,0.9956,3.37,2.15,0.64,0.24,10.4
281,"medium","white","B",7.1,2.74774203057195,0.34,2.62184855991186,0.2,6.1,0.063,"h1",47,"S1",164,0.9946,3.17,1.87,0.42,0.24,10
282,"medium","white","E",6.4,2.58923308400359,0.16,3.48673076530757,0.32,8.75,0.038,"c3",38,"P1",118,0.99449,3.19,1.82,0.41,0.24,10.7
283,"medium","white","E",8.3,2.93583981745936,0.22,1.77563508202234,0.38,14.8,0.054,"d1",32,"P2",126,1.0002,3.22,2.36,0.5,0.24,9.7
284,"good","white","C",5.9,2.90860856374816,0.34,2.63770822113193,0.25,2,0.042,"h3",12,"P2",110,0.99034,3.02,2.23,0.54,0.24,11.4
285,"good","white","C",5.8,3.23061995406222,0.2,2.20232604104305,0.24,1.4,0.033,"d1",65,"I1",169,0.99043,3.59,1.87,0.56,0.24,12.3
286,"good","white","D",5.9,3.52715463250667,0.23,4.95858918065027,0.28,8.6,0.046,"e2",37,"I2",142,0.99432,3.23,2.66,0.53,0.24,10.6
287,"good","white","E",6.6,3.3998948458727,0.28,2.2595345457569,0.09,10.9,0.051,"h1",37,"S1",131,0.99566,2.93,2.01,0.62,0.24,9.5
288,"good","white","D",6.3,2.78922522271886,0.19,4.51325759234854,0.29,2,0.022,"e2",33,"I1",96,0.98902,3.04,2.13,0.54,0.24,12.8
289,"excellent","white","B",7.1,3.5181028495709,0.26,3.70789713820215,0.37,5.5,0.025,"f3",31,"S1",105,0.99082,3.06,1.86,0.33,0.24,12.6
290,"good","white","D",6.1,3.09838752582672,0.17,2.03538489807158,0.29,1.1,0.041,"d3",32,"I1",92,0.99036,3.26,2.16,0.57,0,11.2
291,"medium","white","D",7.4,3.55556240990464,0.21,3.46495063979381,0.8,12.3,0.038,"h1",77,"P1",183,0.99778,2.95,2.61,0.48,0.24,9
292,"medium","white","B",6.4,2.7578576832377,0.28,2.3434769927849,0.27,11,0.042,"h1",45,"I1",148,0.99786,3.14,1.61,0.46,0.24,8.7
293,"good","white","D",6.6,2.42425675050595,0.39,3.15293605623298,0.38,9.7,0.053,"h2",49,"S3",226,0.99787,3.3,1.69,0.57,0.24,9.4
294,"medium","red","D",7.1,3.0114705920716,0.67,3.36534928630035,0,2.3,0.083,"h1",18,"P2",27,0.99768,3.44,2.14,0.54,0.24,9.4
295,"good","white","C",5.8,2.78824115995147,0.18,3.37739185371207,0.28,1.3,0.034,"h3",9,"S1",94,0.99092,3.21,1.57,0.52,0.24,11.2
296,"good","white","D",7.1,2.61085093229148,0.26,2.14553329641157,0.34,14.4,0.067,"g2",35,"I2",189,0.9986,3.07,1.99,0.53,0.24,9.1
297,"medium","red","E",6.7,3.65496032484203,0.675,2.3295849764787,0.07,2.4,0.089,"d3",17,"I1",82,0.9958,3.35,3.26,0.54,0.24,10.1
298,"good","white","E",6.4,2.77067388527619,0.32,3.18911568013557,0.27,4.9,0.034,"f2",18,"I1",122,0.9916,3.36,2.23,0.71,0.24,12.5
299,"good","white","C",5.9,2.3773636738038,0.31,3.15206872243227,0.3,7.7,0.047,"h1",60,"I1",206,0.995,3.2,1.55,0.39,0.24,9.6
300,"medium","red","B",10.7,2.95177573104602,0.9,3.14462681119543,0.34,6.6,0.112,"b1",23,"I2",99,1.00289,3.22,2.13,0.68,0.24,9.3
301,"good","white","A",6.1,3.74524482172464,0.41,2.68035080800471,0.2,12.6,0.032,"h2",54,"I1",136,0.99516,2.91,2.16,0.43,0.24,10.6
302,"good","white","E",5.9,2.08825572345236,0.28,2.30817060564798,0.39,1.4,0.031,"f1",47,"S2",147,0.98836,3.08,2.03,0.64,0.24,12.9
303,"excellent","white","E",6.5,3.13664504408927,0.18,2.31528897448857,0.34,1.6,0.04,"i3",43,"I1",148,0.9912,3.32,2.06,0.59,0.24,11.5
304,"medium","white","E",7.6,2.58252720143209,0.23,2.53818524437402,0.4,5.2,0.066,"g1",14,"I1",91,0.99488,3.17,1.68,0.8,0.24,9.7
305,"good","white","C",6.7,2.0411661233486,0.28,2.27315032965195,0.34,8.9,0.048,"e3",32,"I2",111,0.99455,3.25,1.64,0.54,0.24,11
306,"poor","red","D",10.5,3.13799299176118,0.59,2.13779515563758,0.49,2.1,0.07,"e1",14,"I1",47,0.9991,3.3,2.52,0.56,0.24,9.6
307,"good","white","A",5,2.86103665335786,0.31,2.79455777023802,0,6.4,0.046,"e3",43,"S2",166,0.994,3.3,1.66,0.63,0.24,9.9
308,"good","white","C",6.8,3.11156453548911,0.3,2.56612707285197,0.35,2.8,0.038,"d2",10,"I1",164,0.9912,3.09,2.66,0.53,0.24,12
309,"medium","white","B",6.8,3.13101148742567,0.27,2.63461427030138,0.12,1.3,0.04,"f1",87,"S3",168,0.992,3.18,2.08,0.41,0.24,10
310,"good","white","A",7.2,3.08070490094284,0.3,1.91438651730567,0.26,1.5,0.041,"g2",46,"I1",178,0.99154,3.19,2.29,0.56,0.24,11.3
311,"good","red","E",12.8,3.1524764004184,0.615,2.98548639038564,0.66,5.8,0.083,"g2",7,"I2",42,1.0022,3.07,2.19,0.73,0.24,10
312,"poor","white","E",8.3,3.21320497012152,0.27,4.76945013347015,0.45,1.3,0.048,"e2",8,"I1",72,0.9944,3.08,1.8,0.61,0.24,10.3
313,"medium","white","D",7.3,3.09305682062403,0.26,1.60986170281585,0.24,1.7,0.05,"b3",10,"P2",112,0.99286,3.11,2.68,0.43,0.24,9.9
314,"good","white","E",6.8,2.909194411397,0.27,2.36338179168482,0.3,13,0.047,"c2",69,"S1",160,0.99705,3.16,2.03,0.5,0.24,9.6
315,"good","white","A",6.5,3.13402990832544,0.3,3.12039470324232,0.28,11.45,0.041,"c2",29,"I1",109,0.99418,2.98,2.08,0.3,0.24,10.9
316,"good","white","E",5.5,2.99476950359493,0.315,2.74169266091375,0.38,2.6,0.033,"f1",10,"I1",69,0.9909,3.12,1.89,0.59,0.24,10.8
317,"good","white","E",7.7,2.87054039017321,0.34,2.40705799210618,0.27,8.8,0.063,"i2",39,"I1",184,0.9969,3.09,2.8,0.63,0.24,9.2
318,"good","white","D",6.5,2.24424774238383,0.36,1.89355454742975,0.31,13.55,0.053,"g3",20,"I1",113,0.99544,3.2,1.95,0.56,0.24,11
319,"poor","white","D",7.9,2.98858851764709,0.28,2.11032216840868,0.32,3.6,0.038,"d1",9,"I1",76,0.992,3.05,1.42,0.31,0.24,11.7
320,"good","white","B",6.6,2.1354254077777,0.24,3.52871877670107,0.38,12.75,0.034,"d1",8,"S3",74,0.99386,3.1,2,0.57,0.24,12.9
321,"good","white","D",6.3,2.57920996107278,0.1,2.86268712596771,0.24,6,0.039,"f2",25,"S1",107,0.99511,3.59,1.66,0.49,0.24,10.5
322,"good","white","E",6.1,3.07231818401725,0.24,2.90520935438654,0.26,1.7,0.033,"c1",61,"I1",134,0.9903,3.19,1.66,0.81,0.24,11.9
323,"good","white","E",7.3,3.17480311803861,0.24,2.00827189730018,0.34,15.4,0.05,"c2",38,"I1",174,0.9983,3.03,2,0.42,0.24,9
324,"good","red","A",7.6,3.21310401629579,0.41,5.1847249687588,0.14,3,0.087,"c1",21,"I1",43,0.9964,3.32,1.58,0.57,0.24,10.5
325,"good","white","A",9,2.24145564018887,0.245,3.04120629886504,0.38,5.9,0.045,"d2",52,"I1",159,0.995,2.93,2.06,0.35,0.24,10.2
326,"medium","white","E",8.4,3.29390314960825,0.28,2.29329937871589,0.4,8.9,0.048,"f1",33,"I1",146,0.9988,3.4,1.86,0.46,0.24,9.3
327,"good","white","C",6.8,2.79411478022844,0.26,2.93357082185266,0.34,13.9,0.034,"i1",39,"I1",134,0.9949,3.33,2.55,0.53,0.24,12
328,"good","white","D",6.5,3.37710949059552,0.35,3.07905098447493,0.28,12.4,0.051,"c1",86,"S1",213,0.9962,3.16,1.65,0.51,0.24,9.9
329,"medium","white","D",7.4,3.57282404940898,0.31,1.85785131332197,0.48,14.2,0.042,"e3",62,"I1",204,0.9983,3.06,2.61,0.59,0.24,9.4
330,"good","red","E",10.8,3.35327984626934,0.47,1.72419021669905,0.43,2.1,0.171,"b3",27,"S2",66,0.9982,3.17,1.77,0.76,0.24,10.8
331,"medium","white","D",6.1,3.28798843827957,0.17,2.27460662164744,0.42,15.1,0.033,"h2",28,"S1",124,0.99684,2.87,2.06,0.47,0.24,9.5
332,"poor","white","B",6.7,3.12277050194932,0.54,2.71202742572949,0.27,7.1,0.049,"i2",8,"I1",178,0.99502,3.16,2.72,0.38,0.24,9.4
333,"good","white","C",5.9,3.16457176491561,0.27,2.18155974961064,0.27,5,0.035,"i3",14,"S1",97,0.99058,3.1,1.77,0.33,0.24,11.8
334,"medium","white","D",6.4,2.93098946147842,0.32,1.32502826525431,0.23,16.2,0.055,"g3",36,"S3",176,0.9986,3.26,2.09,0.54,0.24,9.1
335,"good","white","D",6.6,2.71415523800098,0.17,1.54573511958151,0.3,1.1,0.031,"d1",13,"P1",73,0.99095,3.17,1.9,0.58,0.24,11
336,"medium","red","E",7,3.12029486909717,0.42,1.30307286236266,0.19,2.3,0.071,"c1",18,"I2",36,0.99476,3.39,1.79,0.56,0.24,10.9
337,"good","white","D",7,3.7010431862363,0.23,2.01678957341329,0.33,5.8,0.04,"f2",25,"I1",136,0.995,3.19,2.46,0.58,0.24,9.5
338,"good","red","B",9.2,4.14147932838242,0.36,3.53996863896536,0.34,1.6,0.062,"c2",5,"E",12,0.99667,3.2,1.8,0.67,0,10.5
